data,id,command
2023-09-09-20-59,642422636,Посмотреть всех художников
2023-09-09-21-00,328324091,Список локаций в 2ГИС
2023-09-09-21-04,94600254,"В меню можете выбрать то, что вас интересует"
2023-09-09-21-04,94600254,Бесплатные локации
2023-09-09-21-04,758998074,Ночная программа
2023-09-09-21-09,281897860,"В меню можете выбрать то, что вас интересует"
2023-09-09-21-11,171646722,"В меню можете выбрать то, что вас интересует"
2023-09-09-21-11,171646722,Бесплатные локации
2023-09-09-21-11,329435736,Ночная программа
2023-09-09-21-14,20224,/start
2023-09-09-21-14,20224,"В меню можете выбрать то, что вас интересует"
2023-09-09-21-21,781320264,Ночная программа
2023-09-09-21-22,202938690,/start
2023-09-09-21-22,202938690,"В меню можете выбрать то, что вас интересует"
2023-09-09-21-22,202938690,Показать все локации
2023-09-09-21-23,315838672,ℹ️ Информация о фестивале
2023-09-09-21-26,347765736,Бесплатные локации
2023-09-09-21-28,445633505,/start
2023-09-09-21-28,445633505,"В меню можете выбрать то, что вас интересует"
2023-09-09-21-28,445633505,"В меню можете выбрать то, что вас интересует"
2023-09-09-21-28,445633505,Бесплатные локации
2023-09-09-21-32,329435736,Ночная программа
2023-09-09-21-33,154474080,/start
2023-09-09-21-33,154474080,"В меню можете выбрать то, что вас интересует"
2023-09-09-21-33,154474080,Бесплатные локации
2023-09-09-21-34,154474080,Где купить мерч
2023-09-09-21-37,424982664,/start
2023-09-09-21-37,424982664,"В меню можете выбрать то, что вас интересует"
2023-09-09-21-39,379628419,"В меню можете выбрать то, что вас интересует"
2023-09-09-21-42,106975699,/start
2023-09-09-21-43,106975699,"В меню можете выбрать то, что вас интересует"
2023-09-09-21-43,106975699,"В меню можете выбрать то, что вас интересует"
2023-09-09-21-43,106975699,Образовательная программа
2023-09-09-21-59,475158805,Вернуться в главное меню
2023-09-09-21-59,475158805,ℹ️ Информация о фестивале
2023-09-09-21-59,475158805,❓F.A.Q.
2023-09-09-22-10,238423733,/start
2023-09-09-22-14,495256621,"В меню можете выбрать то, что вас интересует"
2023-09-09-22-24,1247233856,Ночная программа
2023-09-09-22-29,635226151,/start
2023-09-09-22-29,635226151,"В меню можете выбрать то, что вас интересует"
2023-09-09-22-29,635226151,Бесплатные локации
2023-09-09-22-30,635226151,Ночная программа
2023-09-09-22-31,635226151,Бесплатные локации
2023-09-09-22-31,635226151,Образовательная программа
2023-09-09-22-31,1164801613,/start
2023-09-09-22-31,1164801613,"В меню можете выбрать то, что вас интересует"
2023-09-09-22-39,891390815,ℹ️ Информация о фестивале
2023-09-09-22-39,891390815,📍Локации фестиваля
2023-09-09-22-39,891390815,Ночная программа
2023-09-09-22-47,438256941,📍Локации фестиваля
2023-09-09-22-47,392860308,"В меню можете выбрать то, что вас интересует"
2023-09-09-22-47,392860308,"В меню можете выбрать то, что вас интересует"
2023-09-09-22-48,392860308,Показать все локации
2023-09-09-22-55,124214479,ℹ️ Информация о фестивале
2023-09-09-22-56,734548317,Ночная программа
2023-09-09-22-56,124214479,🟢Мы в соцсетях
2023-09-09-22-58,869946147,/start
2023-09-09-22-58,869946147,"В меню можете выбрать то, что вас интересует"
2023-09-09-22-58,869946147,Бесплатные локации
2023-09-09-22-58,869946147,"В меню можете выбрать то, что вас интересует"
2023-09-09-23-01,210518099,Ночная программа
2023-09-09-23-04,441409883,Бесплатные локации
2023-09-09-23-05,441409883,Образовательная программа
2023-09-09-23-06,329694242,Ночная программа
2023-09-09-23-06,329694242,Список локаций в 2ГИС
2023-09-09-23-24,315838672,ℹ️ Информация о фестивале
2023-09-09-23-28,107408276,/start
2023-09-09-23-28,107408276,"В меню можете выбрать то, что вас интересует"
2023-09-09-23-31,292815179,Ночная программа
2023-09-09-23-37,644440906,Вернуться в главное меню
2023-09-09-23-37,644440906,/view_static
2023-09-09-23-38,438256941,Ночная программа
2023-09-09-23-40,510941154,Ночная программа
2023-09-09-23-43,78898939,"В меню можете выбрать то, что вас интересует"
2023-09-09-23-43,78898939,"В меню можете выбрать то, что вас интересует"
2023-09-09-23-44,1467222408,"В меню можете выбрать то, что вас интересует"
2023-09-09-23-49,1467222408,Ночная программа
2023-09-09-23-53,392860308,Ночная программа
2023-09-10-00-05,477780818,"В меню можете выбрать то, что вас интересует"
2023-09-10-00-10,1134316678,/start
2023-09-10-00-10,1134316678,"В меню можете выбрать то, что вас интересует"
2023-09-10-00-21,379628419,"В меню можете выбрать то, что вас интересует"
2023-09-10-00-22,379628419,Образовательная программа
2023-09-10-00-51,387550059,/start
2023-09-10-00-52,387550059,"В меню можете выбрать то, что вас интересует"
2023-09-10-00-53,997689,"В меню можете выбрать то, что вас интересует"
2023-09-10-00-54,644440906,/view_static
2023-09-10-00-54,644440906,ℹ️ Информация о фестивале
2023-09-10-01-02,392860308,Ночная программа
2023-09-10-01-06,124214479,ℹ️ Информация о фестивале
2023-09-10-01-06,124214479,📍Локации фестиваля
2023-09-10-01-06,124214479,Бесплатные локации
2023-09-10-01-06,124214479,Показать все локации
2023-09-10-01-08,124214479,Список локаций в 2ГИС
2023-09-10-01-42,1037083535,"В меню можете выбрать то, что вас интересует"
2023-09-10-02-20,791031812,/start
2023-09-10-02-20,791031812,"В меню можете выбрать то, что вас интересует"
2023-09-10-02-20,791031812,Показать все локации
2023-09-10-02-20,791031812,Список локаций в 2ГИС
2023-09-10-02-20,791031812,Вернуться в главное меню
2023-09-10-02-20,791031812,❓F.A.Q.
2023-09-10-02-20,791031812,ℹ️ Информация о фестивале
2023-09-10-02-44,369136502,Где купить мерч
2023-09-10-04-00,644440906,⚡️Купить билеты
2023-09-10-04-00,644440906,/view_static
2023-09-10-06-19,1039300468,"В меню можете выбрать то, что вас интересует"
2023-09-10-08-15,71566890,/start
2023-09-10-08-15,71566890,"В меню можете выбрать то, что вас интересует"
2023-09-10-08-15,71566890,"В меню можете выбрать то, что вас интересует"
2023-09-10-08-53,1122813596,"В меню можете выбрать то, что вас интересует"
2023-09-10-08-57,1407104595,/start
2023-09-10-08-57,1407104595,"В меню можете выбрать то, что вас интересует"
2023-09-10-08-57,1407104595,Образовательная программа
2023-09-10-09-11,423075293,/start
2023-09-10-09-11,423075293,"В меню можете выбрать то, что вас интересует"
2023-09-10-09-48,423075293,"В меню можете выбрать то, что вас интересует"
2023-09-10-09-52,378414382,Список локаций в 2ГИС
2023-09-10-09-52,378414382,Показать все локации
2023-09-10-10-23,276697524,"В меню можете выбрать то, что вас интересует"
2023-09-10-10-27,416785153,/start
2023-09-10-10-27,416785153,"В меню можете выбрать то, что вас интересует"
2023-09-10-10-27,416785153,"В меню можете выбрать то, что вас интересует"
2023-09-10-10-59,276697524,Вернуться в главное меню
2023-09-10-11-09,202357466,/start
2023-09-10-11-09,202357466,"В меню можете выбрать то, что вас интересует"
2023-09-10-11-09,202357466,"В меню можете выбрать то, что вас интересует"
2023-09-10-11-09,202357466,/start
2023-09-10-11-09,202357466,"В меню можете выбрать то, что вас интересует"
2023-09-10-11-11,202357466,"В меню можете выбрать то, что вас интересует"
2023-09-10-11-12,202357466,"В меню можете выбрать то, что вас интересует"
2023-09-10-11-34,667717904,"В меню можете выбрать то, что вас интересует"
2023-09-10-11-42,615109410,/start
2023-09-10-11-42,615109410,"В меню можете выбрать то, что вас интересует"
2023-09-10-11-42,615109410,"В меню можете выбрать то, что вас интересует"
2023-09-10-11-42,615109410,Бесплатные локации
2023-09-10-11-46,771742044,"В меню можете выбрать то, что вас интересует"
2023-09-10-11-46,771742044,"В меню можете выбрать то, что вас интересует"
2023-09-10-11-46,771742044,Показать все локации
2023-09-10-11-47,423075293,"В меню можете выбрать то, что вас интересует"
2023-09-10-11-47,423075293,Показать все локации
2023-09-10-11-50,771742044,Показать все локации
2023-09-10-11-50,771742044,Список локаций в 2ГИС
2023-09-10-11-51,771742044,Вернуться в главное меню
2023-09-10-11-51,771742044,📍Локации фестиваля
2023-09-10-11-51,771742044,Вернуться в главное меню
2023-09-10-11-51,771742044,ℹ️ Информация о фестивале
2023-09-10-12-53,245075392,Бесплатные локации
2023-09-10-12-58,357867022,/start
2023-09-10-12-58,357867022,"В меню можете выбрать то, что вас интересует"
2023-09-10-13-01,506947879,/start
2023-09-10-13-01,506947879,"В меню можете выбрать то, что вас интересует"
2023-09-10-13-01,506947879,"В меню можете выбрать то, что вас интересует"
2023-09-10-13-09,554469567,"В меню можете выбрать то, что вас интересует"
2023-09-10-13-09,554469567,Показать все локации
2023-09-10-13-11,475158805,⚡️Купить билеты
2023-09-10-13-12,434955724,/start
2023-09-10-13-12,434955724,"В меню можете выбрать то, что вас интересует"
2023-09-10-13-12,434955724,"В меню можете выбрать то, что вас интересует"
2023-09-10-13-14,193356320,"В меню можете выбрать то, что вас интересует"
2023-09-10-13-14,193356320,Посмотреть всех художников
2023-09-10-13-14,193356320,Tatsuru Arai
2023-09-10-13-15,193356320,Broken Composers
2023-09-10-13-16,193356320,Robohall
2023-09-10-13-16,193356320,Formate
2023-09-10-13-20,221509681,/start
2023-09-10-13-31,644440906,📍Локации фестиваля
2023-09-10-13-31,644440906,/view_static
2023-09-10-13-47,1022784462,"В меню можете выбрать то, что вас интересует"
2023-09-10-13-49,215234447,Бесплатные локации
2023-09-10-14-14,102821765,Образовательная программа
2023-09-10-14-15,102821765,Список локаций в 2ГИС
2023-09-10-14-16,102821765,Показать все локации
2023-09-10-14-22,1698326281,/start
2023-09-10-14-22,1698326281,"В меню можете выбрать то, что вас интересует"
2023-09-10-14-22,1698326281,"В меню можете выбрать то, что вас интересует"
2023-09-10-14-22,1698326281,Ночная программа
2023-09-10-14-25,1698326281,Где купить мерч
2023-09-10-14-26,1698326281,Список локаций в 2ГИС
2023-09-10-14-28,250911271,Вернуться в главное меню
2023-09-10-14-28,250911271,❓F.A.Q.
2023-09-10-14-29,377789144,Показать все локации
2023-09-10-14-30,377789144,Список локаций в 2ГИС
2023-09-10-14-30,6098085297,/start
2023-09-10-14-30,6098085297,"В меню можете выбрать то, что вас интересует"
2023-09-10-14-30,6098085297,Список локаций в 2ГИС
2023-09-10-14-31,6098085297,Показать все локации
2023-09-10-14-40,644440906,Бесплатные локации
2023-09-10-14-40,644440906,Вернуться в главное меню
2023-09-10-14-41,644440906,/view_static
2023-09-10-14-43,6098085297,Список локаций в 2ГИС
2023-09-10-15-09,279098071,/start
2023-09-10-15-17,63151690,"В меню можете выбрать то, что вас интересует"
2023-09-10-15-17,835064844,/start
2023-09-10-15-18,835064844,"В меню можете выбрать то, что вас интересует"
2023-09-10-15-18,835064844,"В меню можете выбрать то, что вас интересует"
2023-09-10-15-29,672212056,"В меню можете выбрать то, что вас интересует"
2023-09-10-15-29,672212056,Показать все локации
2023-09-10-15-30,672212056,Список локаций в 2ГИС
2023-09-10-15-54,271788944,"В меню можете выбрать то, что вас интересует"
2023-09-10-15-54,271788944,Список локаций в 2ГИС
2023-09-10-15-54,310715937,/start
2023-09-10-15-54,310715937,"В меню можете выбрать то, что вас интересует"
2023-09-10-15-55,310715937,"В меню можете выбрать то, что вас интересует"
2023-09-10-15-57,10642262,/start
2023-09-10-15-57,10642262,"В меню можете выбрать то, что вас интересует"
2023-09-10-15-59,1207850492,/start
2023-09-10-15-59,1207850492,"В меню можете выбрать то, что вас интересует"
2023-09-10-15-59,1207850492,Бесплатные локации
2023-09-10-15-59,231498730,"В меню можете выбрать то, что вас интересует"
2023-09-10-16-03,112958859,Показать все локации
2023-09-10-16-05,241295894,"В меню можете выбрать то, что вас интересует"
2023-09-10-16-05,1207850492,Показать все локации
2023-09-10-16-05,241295894,Список локаций в 2ГИС
2023-09-10-16-05,1207850492,Вернуться в главное меню
2023-09-10-16-05,1207850492,❓F.A.Q.
2023-09-10-16-05,1207850492,ℹ️ Информация о фестивале
2023-09-10-16-06,1207850492,💚Художники
2023-09-10-16-06,1207850492,Посмотреть всех художников
2023-09-10-16-06,1207850492,Вернуться в главное меню
2023-09-10-16-09,507710096,/start
2023-09-10-16-09,507710096,"В меню можете выбрать то, что вас интересует"
2023-09-10-16-11,10642262,"В меню можете выбрать то, что вас интересует"
2023-09-10-16-11,10642262,"В меню можете выбрать то, что вас интересует"
2023-09-10-16-12,10642262,"В меню можете выбрать то, что вас интересует"
2023-09-10-16-12,10642262,"В меню можете выбрать то, что вас интересует"
2023-09-10-16-13,805727666,/start
2023-09-10-16-13,805727666,"В меню можете выбрать то, что вас интересует"
2023-09-10-16-13,805727666,"В меню можете выбрать то, что вас интересует"
2023-09-10-16-13,805727666,Бесплатные локации
2023-09-10-16-13,805727666,Показать все локации
2023-09-10-16-15,325166665,/start
2023-09-10-16-15,325166665,"В меню можете выбрать то, что вас интересует"
2023-09-10-16-15,325166665,"В меню можете выбрать то, что вас интересует"
2023-09-10-16-15,325166665,"В меню можете выбрать то, что вас интересует"
2023-09-10-16-26,193356320,Formate
2023-09-10-16-26,193356320,Посмотреть всех художников
2023-09-10-16-27,297785257,/start
2023-09-10-16-27,297785257,"В меню можете выбрать то, что вас интересует"
2023-09-10-16-31,900297787,"В меню можете выбрать то, что вас интересует"
2023-09-10-16-32,445466613,"В меню можете выбрать то, что вас интересует"
2023-09-10-16-32,445466613,Посмотреть всех художников
2023-09-10-16-44,1097752605,"В меню можете выбрать то, что вас интересует"
2023-09-10-16-44,1097752605,Бесплатные локации
2023-09-10-17-05,366585224,/start
2023-09-10-17-06,366585224,"В меню можете выбрать то, что вас интересует"
2023-09-10-17-06,366585224,Показать все локации
2023-09-10-17-12,644440906,📍Локации фестиваля
2023-09-10-17-13,644440906,/view_static
2023-09-10-17-37,901606250,"В меню можете выбрать то, что вас интересует"
2023-09-10-17-42,948851642,Бесплатные локации
2023-09-10-17-52,5050347,"В меню можете выбрать то, что вас интересует"
2023-09-10-17-56,5050347,Список локаций в 2ГИС
2023-09-10-17-57,5050347,Список локаций в 2ГИС
2023-09-10-17-57,5050347,Показать все локации
2023-09-10-17-59,758998074,Список локаций в 2ГИС
2023-09-10-18-06,57799784,Ночная программа
2023-09-10-18-10,384525200,/start
2023-09-10-18-10,384525200,"В меню можете выбрать то, что вас интересует"
2023-09-10-18-11,384525200,Бесплатные локации
2023-09-10-18-14,442158326,/start
2023-09-10-18-14,442158326,"В меню можете выбрать то, что вас интересует"
2023-09-10-18-14,442158326,"В меню можете выбрать то, что вас интересует"
2023-09-10-18-14,442158326,"В меню можете выбрать то, что вас интересует"
2023-09-10-18-29,193356320,Посмотреть всех художников
2023-09-10-18-29,193356320,Ali Phi
2023-09-10-18-30,258030816,"В меню можете выбрать то, что вас интересует"
2023-09-10-18-30,258030816,Бесплатные локации
2023-09-10-18-45,2110391047,/start
2023-09-10-18-45,2110391047,"В меню можете выбрать то, что вас интересует"
2023-09-10-18-45,997689,"В меню можете выбрать то, что вас интересует"
2023-09-10-18-45,997689,Бесплатные локации
2023-09-10-19-00,595282506,"В меню можете выбрать то, что вас интересует"
2023-09-10-19-00,595282506,Бесплатные локации
2023-09-10-19-08,855645664,⚡️Купить билеты
2023-09-10-19-11,506947879,"В меню можете выбрать то, что вас интересует"
2023-09-10-19-11,506947879,Robohall
2023-09-10-19-25,146425860,/start
2023-09-10-19-25,146425860,"В меню можете выбрать то, что вас интересует"
2023-09-10-19-32,773220993,/start
2023-09-10-19-32,773220993,"В меню можете выбрать то, что вас интересует"
2023-09-10-19-32,773220993,Бесплатные локации
2023-09-10-19-36,598474353,/start
2023-09-10-19-37,598474353,"В меню можете выбрать то, что вас интересует"
2023-09-10-19-44,506947879,"В меню можете выбрать то, что вас интересует"
2023-09-10-19-44,506947879,"В меню можете выбрать то, что вас интересует"
2023-09-10-19-45,506947879,Посмотреть всех художников
2023-09-10-19-47,798913475,"В меню можете выбрать то, что вас интересует"
2023-09-10-19-47,798913475,Ночная программа
2023-09-10-19-48,520132105,"В меню можете выбрать то, что вас интересует"
2023-09-10-19-50,481789624,Показать все локации
2023-09-10-19-58,146425860,Список локаций в 2ГИС
2023-09-10-19-58,259492955,/start
2023-09-10-19-58,259492955,"В меню можете выбрать то, что вас интересует"
2023-09-10-19-58,259492955,Список локаций в 2ГИС
2023-09-10-19-59,259492955,Бесплатные локации
2023-09-10-20-00,146425860,Бесплатные локации
2023-09-10-20-03,188185,Бесплатные локации
2023-09-10-20-08,1021264897,"В меню можете выбрать то, что вас интересует"
2023-09-10-20-08,1021264897,Бесплатные локации
2023-09-10-20-17,948851642,Бесплатные локации
2023-09-10-20-22,148004959,/start
2023-09-10-20-22,148004959,"В меню можете выбрать то, что вас интересует"
2023-09-10-20-23,148004959,Ночная программа
2023-09-10-20-23,148004959,Список локаций в 2ГИС
2023-09-10-20-23,148004959,Показать все локации
2023-09-10-20-26,642422636,Посмотреть всех художников
2023-09-10-20-26,642422636,Посмотреть всех художников
2023-09-10-20-30,481789624,Где купить мерч
2023-09-10-20-34,758998074,Бесплатные локации
2023-09-10-20-35,758998074,"В меню можете выбрать то, что вас интересует"
2023-09-10-20-44,240444101,Бесплатные локации
2023-09-10-20-49,255831346,"В меню можете выбрать то, что вас интересует"
2023-09-10-20-49,255831346,Показать все локации
2023-09-10-21-05,354886445,/start
2023-09-10-21-06,354886445,"В меню можете выбрать то, что вас интересует"
2023-09-10-21-20,316831328,"В меню можете выбрать то, что вас интересует"
2023-09-10-21-23,316831328,Бесплатные локации
2023-09-10-21-26,5847933376,"В меню можете выбрать то, что вас интересует"
2023-09-10-21-26,5847933376,Бесплатные локации
2023-09-10-21-26,5847933376,Список локаций в 2ГИС
2023-09-10-21-52,580736348,Вернуться в главное меню
2023-09-10-21-52,580736348,📍Локации фестиваля
2023-09-10-21-52,580736348,Бесплатные локации
2023-09-10-21-53,392270261,/start
2023-09-10-21-53,392270261,"В меню можете выбрать то, что вас интересует"
2023-09-10-22-10,315838672,⚡️Купить билеты
2023-09-10-22-10,315838672,ℹ️ Информация о фестивале
2023-09-10-22-10,315838672,⚡️Купить билеты
2023-09-10-22-11,315838672,⚡️Купить билеты
2023-09-10-22-12,315838672,💚Художники
2023-09-10-22-13,315838672,Вернуться в главное меню
2023-09-10-22-17,900297787,"В меню можете выбрать то, что вас интересует"
2023-09-10-22-17,900297787,"В меню можете выбрать то, что вас интересует"
2023-09-10-22-38,135093584,Показать все локации
2023-09-10-23-44,1810825944,/start
2023-09-10-23-44,1810825944,"В меню можете выбрать то, что вас интересует"
2023-09-10-23-44,1810825944,Бесплатные локации
2023-09-10-23-45,1810825944,Показать все локации
2023-09-11-01-16,5652929096,/start
2023-09-11-01-16,5652929096,"В меню можете выбрать то, что вас интересует"
2023-09-11-01-17,5652929096,"В меню можете выбрать то, что вас интересует"
2023-09-11-01-17,5652929096,"В меню можете выбрать то, что вас интересует"
2023-09-11-01-17,5652929096,"В меню можете выбрать то, что вас интересует"
2023-09-11-01-17,5652929096,Бесплатные локации
2023-09-11-02-36,644440906,Вернуться в главное меню
2023-09-11-02-37,644440906,/view_static
2023-09-11-02-41,182632109,Вернуться в главное меню
2023-09-11-02-42,336343696,/start
2023-09-11-02-42,336343696,"В меню можете выбрать то, что вас интересует"
2023-09-11-02-42,336343696,"В меню можете выбрать то, что вас интересует"
2023-09-11-02-42,336343696,Где купить мерч
2023-09-11-02-42,336343696,"В меню можете выбрать то, что вас интересует"
2023-09-11-02-42,336343696,Список локаций в 2ГИС
2023-09-11-02-42,336343696,Вернуться в главное меню
2023-09-11-02-42,336343696,❓F.A.Q.
2023-09-11-02-43,182632109,🟢Мы в соцсетях
2023-09-11-02-43,182632109,ℹ️ Информация о фестивале
2023-09-11-02-43,182632109,📍Локации фестиваля
2023-09-11-02-43,182632109,Список локаций в 2ГИС
2023-09-11-02-43,182632109,Образовательная программа
2023-09-11-02-43,182632109,Открытие фестиваля
2023-09-11-08-11,128113468,/start
2023-09-11-08-11,128113468,"В меню можете выбрать то, что вас интересует"
2023-09-11-08-12,128113468,"В меню можете выбрать то, что вас интересует"
2023-09-11-08-57,256897538,Вернуться в главное меню
2023-09-11-10-15,644440906,📍Локации фестиваля
2023-09-11-10-49,442447991,/start
2023-09-11-10-49,442447991,"В меню можете выбрать то, что вас интересует"
2023-09-11-10-51,442447991,"В меню можете выбрать то, что вас интересует"
2023-09-11-11-04,5619789179,/start
2023-09-11-11-04,5619789179,"В меню можете выбрать то, что вас интересует"
2023-09-11-11-48,234410991,/start
2023-09-11-11-48,234410991,"В меню можете выбрать то, что вас интересует"
2023-09-11-13-19,234410991,"В меню можете выбрать то, что вас интересует"
2023-09-11-13-37,216237730,/start
2023-09-11-13-37,216237730,"В меню можете выбрать то, что вас интересует"
2023-09-11-17-10,1229082665,/start
2023-09-11-17-10,1229082665,"В меню можете выбрать то, что вас интересует"
2023-09-11-17-10,1229082665,"В меню можете выбрать то, что вас интересует"
2023-09-11-17-10,1229082665,Показать все локации
2023-09-11-17-11,1229082665,Вернуться в главное меню
2023-09-11-17-11,1229082665,💚Художники
2023-09-11-17-11,1229082665,Посмотреть всех художников
2023-09-11-19-16,718633193,/start
2023-09-11-19-16,718633193,"В меню можете выбрать то, что вас интересует"
